1	28	21	15	17	15	13	94	73	48	1019	1017	1016	3	2	1	8	3	1	0.00	Fog
2	27	21	16	18	16	14	88	72	51	1019	1017	1016	4	2	1	11	5	1	0.00	None 
3	27	21	16	16	14	13	88	67	42	1021	1017	1016	4	3	1	11	5	1	0.00	None 
4	27	21	15	14	13	12	88	66	42	1017	1014	1012	3	2	1	8	3	1	0.00	None 
5	28	20	12	15	14	11	94	76	42	1014	1012	1009	3	1	0	10	3	1	0.00	Fog
6	29	21	13	16	14	12	94	69	40	1014	1012	1010	4	3	1	11	5	1	0.00	Fog
7	28	20	12	13	11	9	88	61	30	1016	1014	1013	4	4	3	19	5	1	0.00	None 
8	28	19	10	13	11	7	88	66	37	1016	1014	1013	4	3	1	14	5	1	0.00	None 
9	29	20	11	13	11	9	88	62	30	1017	1015	1014	4	4	3	11	6	1	0.00	None 
10	27	19	12	14	12	11	94	68	39	1016	1014	1013	4	3	1	11	5	1	0.00	None 
11	24	18	12	13	12	10	88	66	41	1016	1014	1013	4	3	2	14	6	1	0.00	None 
12	22	18	13	19	14	10	88	78	60	1020	1017	1015	4	4	2	40	14	1	0.00	Rain
13	27	18	10	12	11	7	88	65	36	1021	1019	1017	4	4	4	11	6	1	0.00	None 
14	26	18	11	11	9	8	88	67	32	1019	1017	1016	4	4	3	11	3	1	0.00	None 
15	25	18	11	12	10	9	88	67	39	1019	1017	1016	4	3	1	11	3	1	0.00	None 
16	25	17	9	12	10	6	82	67	44	1021	1019	1017	4	4	3	23	6	1	0.00	None 
17	25	17	8	11	9	6	93	64	34	1020	1018	1015	4	3	1	14	3	1	0.00	Fog
18	25	18	10	10	9	9	94	66	36	1018	1015	1013	4	2	1	11	5	1	0.00	None 
19	25	18	10	12	11	7	88	68	44	1015	1013	1011	4	2	1	8	5	1	0.00	None 
20	24	18	12	13	11	10	88	69	47	1017	1014	1013	3	2	1	14	8	1	0.00	None 
21	23	19	15	13	11	10	77	64	44	1017	1015	1013	3	2	1	14	8	1	0.00	None 
22	26	19	12	13	11	9	88	62	36	1016	1014	1012	4	4	3	11	5	1	0.00	None 
23	23	17	11	11	11	9	94	68	44	1016	1014	1012	4	3	2	11	3	1	0.00	None 
24	24	17	10	11	10	7	94	69	44	1019	1017	1016	4	3	1	14	5	1	0.00	Fog
25	28	20	13	12	10	7	77	57	26	1018	1015	1013	4	4	4	19	11	1	0.00	None 
26	27	20	14	11	9	5	82	56	24	1017	1014	1013	4	4	4	14	10	1	0.00	None 
27	27	19	11	11	9	7	88	60	30	1018	1015	1013	5	4	4	19	8	1	0.00	None 
28	25	17	9	11	8	6	82	60	34	1015	1014	1013	4	4	4	19	8	1	0.00	None 
29	25	17	9	10	8	7	87	61	36	1017	1016	1015	4	4	3	14	3	1	0.00	None 
30	24	17	10	12	10	9	94	65	38	1020	1017	1016	4	3	3	11	6	1	0.00	None 
